,age,job,marital,education,default,balance,housing,loan,day,month,duration,campaign,pdays,previous,poutcome,y
24675,42,1,1,3,2,1027,1,2,17,11,188,2,168,2,3,2
24676,44,4,1,4,2,724,1,2,17,11,157,2,172,1,3,2
24677,38,3,3,4,2,324,1,2,17,11,167,3,-1,0,1,2
24678,56,2,2,3,2,3337,1,2,17,11,99,3,-1,0,1,2
24679,54,11,1,1,2,1162,2,2,17,11,37,2,-1,0,1,2
24680,42,8,1,1,2,452,1,2,17,11,359,2,-1,0,1,2
24681,51,11,1,3,2,614,2,2,17,11,85,2,-1,0,1,2
24682,41,2,1,3,2,0,1,2,17,11,595,2,-1,0,1,2
24683,44,8,1,3,2,0,1,2,17,11,139,3,-1,0,1,2
24684,36,8,1,3,2,0,1,2,17,11,273,2,131,1,3,2
24685,43,4,1,4,2,430,2,2,17,11,44,2,-1,0,1,2
24686,40,3,1,3,2,219,1,2,17,11,204,2,196,1,3,2
24687,53,4,2,4,2,627,1,2,17,11,102,3,-1,0,1,2
24688,54,2,1,3,2,2935,1,1,17,11,137,2,-1,0,1,2
24689,58,4,1,4,2,1101,2,2,17,11,99,3,-1,0,1,2
24690,41,4,3,3,2,1286,1,2,17,11,661,4,-1,0,1,2
24691,48,11,1,1,2,2106,1,2,17,11,499,2,195,1,3,2
24692,53,11,2,3,2,453,2,2,17,11,148,2,-1,0,1,2
24693,48,11,1,4,2,1036,1,1,17,11,71,2,-1,0,1,2
24694,40,3,1,3,2,1077,1,1,17,11,148,2,-1,0,1,2
24695,35,11,2,4,2,825,1,2,17,11,273,2,-1,0,1,2
24696,43,4,1,4,2,2767,1,2,17,11,374,1,186,7,3,2
24697,40,11,1,3,2,1269,1,2,17,11,353,1,172,1,3,2
24698,56,1,1,3,2,1150,2,1,17,11,107,1,117,3,3,2
24699,37,11,1,3,2,5115,1,2,17,11,1210,2,171,4,3,1
24700,38,1,1,3,2,18,1,1,17,11,118,2,-1,0,1,2
24701,56,4,3,4,2,1092,1,1,17,11,176,3,186,4,3,2
24702,37,4,1,3,2,121,2,1,17,11,211,2,151,2,3,2
24703,58,8,2,3,2,644,2,1,17,11,220,4,109,4,3,2
24704,38,1,1,2,2,0,1,2,17,11,960,2,-1,0,1,2
24705,55,5,3,3,2,1606,2,2,17,11,762,1,-1,0,1,2
24706,43,4,3,3,2,469,1,2,17,11,181,4,-1,0,1,2
24707,38,4,1,4,2,1680,1,2,17,11,414,2,-1,0,1,2
24708,51,1,2,3,2,12,1,2,17,11,150,1,-1,0,1,2
24709,45,6,1,3,2,781,2,1,17,11,652,2,126,2,3,1
24710,40,4,3,3,2,10378,1,2,17,11,523,3,-1,0,1,2
24711,34,8,1,3,2,0,1,2,17,11,301,1,-1,0,1,2
24712,54,10,1,3,2,1826,1,2,17,11,264,4,-1,0,1,2
24713,36,4,1,4,2,6153,2,2,17,11,240,3,-1,0,1,2
24714,50,11,1,3,2,0,1,2,17,11,114,4,168,2,3,2
24715,46,9,1,4,2,0,1,1,17,11,258,1,-1,0,1,2
24716,42,11,1,3,2,525,2,2,17,11,172,3,-1,0,1,2
24717,41,2,1,2,2,611,2,1,17,11,487,1,-1,0,1,2
24718,46,2,1,3,2,4958,1,2,17,11,64,3,150,5,2,2
24719,56,9,2,2,2,97,2,1,17,11,215,1,-1,0,1,2
24720,43,8,1,2,2,197,1,2,17,11,48,2,-1,0,1,2
24721,44,11,2,3,2,106,1,2,17,11,17,1,175,1,3,2
24722,40,8,3,3,2,406,2,2,17,11,205,2,-1,0,1,2
24723,35,1,2,3,2,204,1,2,17,11,295,1,186,9,2,2
24724,58,1,1,3,2,2479,1,2,17,11,292,1,-1,0,1,2
24725,49,11,3,3,2,-188,1,1,17,11,454,1,-1,0,1,1
24726,48,11,1,3,2,42,1,1,17,11,92,1,-1,0,1,2
24727,35,4,1,4,2,1485,1,2,17,11,104,1,-1,0,1,2
24728,48,11,2,3,2,0,2,1,17,11,318,1,-1,0,1,2
24729,40,8,1,3,2,755,2,2,17,11,408,1,117,1,3,2
24730,42,4,1,4,2,981,1,2,17,11,276,1,-1,0,1,2
24731,55,9,1,4,2,0,2,2,17,11,252,3,-1,0,1,2
24732,35,9,3,3,2,690,1,2,17,11,1012,1,-1,0,1,2
24733,44,5,2,3,2,653,2,2,17,11,475,1,-1,0,1,2
24734,40,4,1,4,2,1777,1,2,18,11,81,4,-1,0,1,2
24735,50,11,1,3,2,0,1,1,18,11,126,2,-1,0,1,2
24736,35,9,1,3,2,3329,2,2,18,11,166,1,-1,0,1,2
24737,43,11,1,4,2,1201,1,1,18,11,82,1,97,3,3,2
24738,31,8,3,4,2,761,2,2,18,11,514,2,-1,0,1,1
24739,40,9,1,4,2,3059,1,1,18,11,41,1,182,1,3,2
24740,53,11,1,3,2,530,2,2,18,11,244,1,-1,0,1,2
24741,56,4,1,3,2,0,2,2,18,11,189,1,-1,0,1,2
24742,34,8,1,2,2,7673,1,2,18,11,143,1,-1,0,1,2
24743,32,1,3,3,2,148,1,2,18,11,150,1,-1,0,1,2
24744,49,11,1,1,2,323,1,2,18,11,41,2,-1,0,1,2
24745,33,11,2,3,2,751,1,2,18,11,237,1,-1,0,1,2
24746,54,11,2,3,2,2868,2,2,18,11,42,1,-1,0,1,2
24747,46,8,1,4,1,-388,2,2,18,11,295,2,-1,0,1,2
24748,44,6,3,4,2,1240,1,2,18,11,88,1,-1,0,1,2
24749,57,9,1,4,2,894,1,2,18,11,79,1,-1,0,1,2
24750,59,9,1,3,2,201,2,2,18,11,117,2,-1,0,1,2
24751,45,11,1,3,2,2269,1,2,18,11,233,1,-1,0,1,2
24752,36,5,1,2,2,4324,1,2,18,11,139,4,127,4,3,2
24753,44,4,1,4,2,756,1,2,18,11,65,1,130,2,3,2
24754,49,8,1,3,2,2039,1,2,18,11,283,2,-1,0,1,2
24755,43,6,1,4,2,13342,1,2,18,11,465,1,-1,0,1,2
24756,37,8,1,3,2,723,1,2,18,11,119,1,110,2,3,2
24757,36,9,3,3,2,15,2,2,18,11,186,2,-1,0,1,2
24758,37,11,1,3,2,195,1,2,18,11,68,1,194,2,3,2
24759,42,8,1,3,2,879,1,2,18,11,140,1,-1,0,1,2
24760,41,11,1,3,2,3275,1,2,18,11,121,1,168,1,2,2
24761,42,6,1,4,2,2249,1,2,18,11,228,1,125,5,3,2
24762,34,11,1,4,2,7717,1,2,18,11,386,1,-1,0,1,2
24763,59,8,1,2,2,162,2,2,18,11,140,1,-1,0,1,2
24764,55,1,1,4,2,606,2,1,18,11,114,2,-1,0,1,2
24765,53,11,1,3,2,137,2,1,18,11,52,1,176,1,3,2
24766,34,4,3,4,2,26575,2,2,18,11,93,1,-1,0,1,2
24767,34,1,1,3,2,135,1,2,18,11,109,1,-1,0,1,2
24768,37,9,3,3,2,133,1,2,18,11,207,1,-1,0,1,2
24769,54,11,2,4,2,2133,2,2,18,11,176,1,-1,0,1,2
24770,34,8,1,3,2,2305,1,2,18,11,301,1,-1,0,1,2
24771,31,2,3,3,2,19,1,2,18,11,1978,1,-1,0,1,1
24772,57,4,1,4,2,2101,2,2,18,11,101,5,-1,0,1,2
24773,35,4,1,4,2,1613,1,2,18,11,95,1,-1,0,1,2
24774,51,5,2,3,2,-76,1,2,18,11,91,1,-1,0,1,2
24775,48,4,1,4,2,1741,1,1,18,11,40,1,-1,0,1,2
24776,44,11,1,3,2,10888,1,2,18,11,67,1,105,1,3,2
24777,34,4,1,4,2,417,1,2,18,11,138,1,-1,0,1,2
24778,44,4,1,4,2,0,1,1,18,11,54,1,-1,0,1,2
24779,41,2,1,3,2,4320,1,2,18,11,164,1,166,2,3,2
24780,35,4,1,4,2,618,1,2,18,11,116,1,-1,0,1,2
24781,34,4,1,4,2,65,1,2,18,11,544,1,-1,0,1,2
24782,35,11,1,3,2,4508,1,2,18,11,854,1,-1,0,1,1
24783,56,9,2,3,2,0,2,2,18,11,348,1,-1,0,1,2
24784,39,8,1,3,2,263,1,2,18,11,365,1,-1,0,1,2
24785,33,4,2,4,1,280,2,1,18,11,155,1,-1,0,1,2
24786,41,8,1,2,2,1461,1,2,18,11,290,1,165,2,4,2
24787,45,11,3,1,2,7108,1,1,18,11,53,1,172,3,3,2
24788,53,6,1,1,2,2496,2,1,18,11,94,1,-1,0,1,2
24789,33,11,1,3,2,256,1,2,18,11,76,1,-1,0,1,2
24790,30,1,1,3,2,33,2,2,18,11,36,1,-1,0,1,2
24791,38,11,3,4,2,1674,2,2,18,11,333,1,-1,0,1,2
24792,44,6,2,4,2,316,1,2,18,11,244,1,-1,0,1,2
24793,34,4,1,4,2,0,1,2,18,11,244,1,-1,0,1,2
24794,36,4,3,4,2,13,2,1,18,11,106,1,-1,0,1,2
24795,48,4,1,3,2,4415,1,2,18,11,271,1,102,6,3,2
24796,33,8,1,3,2,24,1,2,18,11,184,1,-1,0,1,2
24797,31,4,1,4,2,2,1,2,18,11,224,1,-1,0,1,2
24798,44,11,1,3,2,2126,2,1,18,11,166,1,-1,0,1,2
24799,47,3,3,3,2,4819,2,2,18,11,144,1,-1,0,1,2
24800,41,11,1,3,2,112,1,2,18,11,55,1,-1,0,1,2
24801,58,4,1,4,2,9339,1,2,18,11,52,3,172,3,2,2
24802,56,11,1,3,2,589,1,2,18,11,208,1,26,3,4,2
24803,32,2,3,4,2,170,2,2,18,11,74,1,-1,0,1,2
24804,34,8,1,3,2,559,1,2,18,11,47,1,193,1,2,2
24805,40,2,3,3,2,0,1,2,18,11,341,1,-1,0,1,2
24806,54,4,1,3,2,2203,1,2,18,11,151,1,-1,0,1,2
24807,48,6,1,3,2,104,1,1,18,11,55,1,-1,0,1,2
24808,33,2,1,4,2,1636,1,1,18,11,62,1,-1,0,1,2
24809,35,11,3,4,2,172,1,1,18,11,52,1,-1,0,1,2
24810,51,2,2,3,2,390,2,2,18,11,368,1,-1,0,1,2
24811,41,11,1,3,2,476,1,1,18,11,132,1,-1,0,1,2
24812,41,6,1,3,2,2105,1,2,18,11,134,1,-1,0,1,2
24813,47,11,1,3,2,93,2,1,18,11,194,1,-1,0,1,2
24814,48,9,1,4,2,16,1,1,18,11,214,1,-1,0,1,2
24815,45,11,1,3,2,3944,1,2,18,11,141,1,-1,0,1,2
24816,55,4,1,4,2,4982,1,2,18,11,51,1,-1,0,1,2
24817,35,11,1,3,2,14,1,2,18,11,23,1,-1,0,1,2
24818,32,2,1,4,2,2831,1,2,18,11,278,2,-1,0,1,2
24819,50,4,1,3,2,2717,1,2,18,11,188,1,-1,0,1,2
24820,59,4,1,4,2,63,2,2,18,11,89,1,-1,0,1,2
24821,48,11,1,3,2,6376,1,2,18,11,56,4,-1,0,1,2
24822,33,6,1,4,2,196,1,2,18,11,58,1,-1,0,1,2
24823,38,6,2,3,2,36,2,2,18,11,84,2,-1,0,1,2
24824,54,11,1,3,2,13,1,2,18,11,145,2,-1,0,1,2
24825,39,2,3,4,2,283,1,2,18,11,346,1,179,3,2,2
24826,36,11,1,3,2,154,1,2,18,11,231,1,96,2,2,2
24827,49,4,1,4,2,470,2,2,18,11,79,1,-1,0,1,2
24828,41,4,1,4,2,1199,1,2,18,11,286,1,-1,0,1,2
24829,51,6,1,4,1,4,1,2,18,11,80,1,-1,0,1,2
24830,37,6,2,4,2,66,2,2,18,11,1164,2,-1,0,1,1
24831,38,6,3,4,1,0,1,2,18,11,120,1,-1,0,1,2
24832,39,9,1,2,2,2165,1,2,18,11,213,1,-1,0,1,2
24833,33,6,1,4,2,0,1,1,18,11,114,1,-1,0,1,2
24834,47,4,2,4,2,428,1,2,18,11,116,1,167,1,2,2
24835,42,6,1,4,2,257,2,1,18,11,340,2,-1,0,1,2
24836,53,11,2,3,2,4856,1,2,18,11,151,1,-1,0,1,2
24837,36,8,1,1,2,722,1,2,18,11,242,1,182,2,3,2
24838,42,2,3,3,2,-247,1,1,18,11,104,2,28,2,4,2
24839,41,2,1,3,2,16517,2,2,18,11,1268,2,-1,0,1,2
24840,44,11,1,3,2,0,1,2,18,11,205,1,-1,0,1,2
24841,35,11,1,4,2,6,1,2,18,11,47,1,-1,0,1,2
24842,55,8,1,3,2,1164,2,2,18,11,242,1,-1,0,1,2
24843,37,11,1,3,2,0,1,2,18,11,173,1,179,6,3,2
24844,35,4,3,3,2,5260,1,2,18,11,59,1,182,2,3,2
24845,38,11,1,4,2,2453,1,1,18,11,108,1,-1,0,1,2
24846,47,4,2,3,2,0,1,2,18,11,75,2,-1,0,1,2
24847,50,4,1,3,2,13931,1,2,18,11,132,1,-1,0,1,2
24848,35,6,1,3,2,0,1,2,18,11,86,1,-1,0,1,2
24849,48,4,1,4,2,2266,2,2,18,11,676,1,-1,0,1,1
24850,33,11,3,3,2,1769,1,2,18,11,273,1,182,1,3,2
24851,46,4,1,4,2,4301,1,1,18,11,50,1,183,2,3,2
24852,59,10,1,3,2,306,2,1,18,11,121,1,-1,0,1,2
24853,33,4,1,4,2,0,1,2,18,11,88,1,-1,0,1,2
24854,46,2,2,3,2,7378,2,2,18,11,466,1,-1,0,1,2
24855,52,4,2,4,2,-723,1,1,18,11,636,1,-1,0,1,2
24856,45,8,2,2,2,2702,2,2,18,11,110,1,-1,0,1,2
24857,56,4,1,4,2,1388,2,2,18,11,132,1,-1,0,1,2
24858,46,11,1,3,2,68,1,1,18,11,111,2,155,3,3,2
24859,36,2,2,3,2,454,1,2,18,11,165,1,131,1,3,2
24860,50,1,2,3,2,330,1,1,18,11,281,1,-1,0,1,2
24861,57,2,1,3,2,1509,1,2,18,11,509,1,-1,0,1,2
24862,31,8,1,3,2,225,1,2,18,11,236,1,-1,0,1,2
24863,32,8,3,3,2,53,1,2,18,11,276,1,195,1,3,2
24864,38,4,3,4,2,1515,1,2,18,11,134,1,110,5,3,2
24865,38,4,1,4,2,1802,2,2,18,11,74,1,-1,0,1,2
24866,37,5,3,4,2,561,2,2,18,11,188,1,165,2,3,2
24867,59,6,1,3,2,2429,2,1,18,11,79,2,182,7,3,2
24868,34,4,1,4,2,786,1,1,18,11,250,1,-1,0,1,2
24869,40,1,2,3,2,1155,2,1,18,11,175,1,138,1,3,2
24870,41,11,1,3,2,1226,2,2,18,11,261,1,-1,0,1,2
24871,59,8,1,2,2,14,1,1,18,11,319,2,182,1,3,2
24872,36,4,3,4,2,0,2,1,18,11,300,1,96,4,3,2
24873,35,8,1,3,2,153,1,2,18,11,645,2,-1,0,1,2
24874,59,6,1,2,2,222,2,2,18,11,97,1,-1,0,1,2
24875,56,4,1,4,2,664,2,1,18,11,71,1,-1,0,1,2
24876,51,8,1,2,2,1194,1,2,18,11,714,1,186,3,3,2
24877,48,4,1,4,2,363,2,2,18,11,67,1,-1,0,1,2
24878,45,8,3,3,2,91,2,1,18,11,149,1,127,2,3,2
24879,42,4,1,4,2,2819,1,2,18,11,149,2,-1,0,1,2
24880,30,4,3,4,2,414,2,2,18,11,635,5,-1,0,1,2
24881,32,6,1,4,2,0,1,1,18,11,95,1,-1,0,1,2
24882,38,6,1,1,2,259,2,2,18,11,63,1,-1,0,1,2
24883,44,6,1,3,2,1442,2,2,18,11,280,2,-1,0,1,2
24884,38,4,3,4,2,427,1,2,18,11,253,1,182,1,3,2
24885,37,8,1,2,2,0,2,2,18,11,850,2,-1,0,1,2
24886,39,11,3,3,2,4646,1,2,18,11,486,1,-1,0,1,1
24887,37,4,1,3,2,4056,2,2,18,11,114,1,-1,0,1,2
24888,49,4,1,4,1,-24,2,2,18,11,132,3,-1,0,1,2
24889,51,4,1,2,2,108,2,2,18,11,169,2,-1,0,1,2
24890,57,3,1,3,2,1681,2,2,18,11,226,1,-1,0,1,2
24891,31,11,3,3,2,1062,2,2,18,11,835,1,-1,0,1,2
24892,37,1,2,3,2,2152,1,2,18,11,200,1,-1,0,1,2
24893,46,3,3,3,2,836,2,2,18,11,95,1,-1,0,1,2
24894,35,3,3,3,2,3854,1,2,18,11,132,2,-1,0,1,2
24895,35,2,1,3,2,4463,2,2,18,11,90,1,-1,0,1,2
24896,34,11,3,3,2,2729,1,2,18,11,835,1,-1,0,1,1
24897,42,8,1,3,2,1958,1,2,18,11,129,1,172,3,3,2
24898,30,11,3,4,2,3,1,2,18,11,54,1,195,1,3,2
24899,36,4,1,4,2,8277,1,2,18,11,613,1,-1,0,1,2
24900,51,9,1,4,2,146,2,2,18,11,150,2,126,3,3,2
24901,37,4,1,4,2,3770,1,2,18,11,106,1,110,4,3,2
24902,41,1,1,3,2,446,1,2,18,11,296,1,186,1,4,2
24903,47,4,1,3,2,458,2,2,18,11,66,1,-1,0,1,2
24904,33,2,2,3,2,661,1,2,18,11,411,1,173,2,2,2
24905,41,9,3,4,2,0,2,2,18,11,256,1,-1,0,1,2
24906,40,4,1,4,2,1217,1,1,18,11,155,1,-1,0,1,2
24907,35,11,3,3,2,7530,2,2,18,11,117,1,-1,0,1,2
24908,58,10,1,3,2,14412,2,2,18,11,297,1,-1,0,1,2
24909,30,11,3,3,2,4787,1,2,18,11,266,1,167,2,3,2
24910,43,4,1,4,2,1684,1,2,18,11,435,4,-1,0,1,2
24911,36,11,1,3,2,1345,1,2,18,11,82,1,172,3,3,2
24912,54,10,2,4,2,349,1,2,18,11,257,1,-1,0,1,2
24913,43,2,1,3,2,1375,1,2,18,11,95,1,-1,0,1,2
24914,50,4,2,4,2,0,2,2,18,11,154,1,-1,0,1,2
24915,58,4,1,4,2,0,1,2,18,11,265,1,188,1,3,2
24916,41,4,1,4,2,97,2,2,18,11,130,1,-1,0,1,2
24917,42,8,1,2,2,2273,1,2,18,11,253,1,112,2,3,2
24918,41,8,1,3,2,1100,1,2,18,11,397,1,173,2,3,2
24919,43,11,1,3,2,764,1,2,18,11,164,5,127,5,3,2
24920,49,2,1,3,2,1323,1,2,18,11,84,1,-1,0,1,2
24921,41,6,1,3,2,8491,1,2,18,11,929,1,-1,0,1,1
24922,34,4,3,4,2,1494,1,2,18,11,596,1,182,1,2,1
24923,48,1,1,3,2,2877,1,2,18,11,77,1,168,1,3,2
24924,53,11,3,2,2,481,2,2,18,11,399,1,-1,0,1,2
24925,31,2,3,3,2,482,1,2,18,11,183,1,-1,0,1,2
24926,49,4,1,4,2,1050,1,2,18,11,924,1,-1,0,1,1
24927,30,11,3,3,1,-305,2,1,18,11,37,1,96,6,3,2
24928,53,8,1,2,2,53,1,2,18,11,198,1,-1,0,1,2
24929,37,8,1,3,2,1205,1,2,18,11,99,1,-1,0,1,2
24930,35,8,1,2,2,2732,1,2,18,11,254,1,-1,0,1,2
24931,32,4,1,4,2,258,1,1,18,11,197,1,-1,0,1,2
24932,36,4,1,4,2,51,1,2,18,11,464,1,-1,0,1,2
24933,49,6,1,2,2,6188,2,2,18,11,453,1,-1,0,1,1
24934,37,9,2,4,1,353,1,1,18,11,134,1,-1,0,1,2
24935,30,2,3,4,2,371,2,2,18,11,170,1,-1,0,1,2
24936,31,11,1,4,2,26,2,1,18,11,419,1,127,6,2,1
24937,41,4,3,4,2,275,1,2,18,11,82,2,-1,0,1,2
24938,52,3,2,3,2,4,2,1,18,11,248,1,-1,0,1,2
24939,44,4,1,4,2,318,2,2,18,11,638,2,-1,0,1,2
24940,43,11,3,3,1,685,1,2,18,11,78,1,110,2,3,2
24941,34,2,3,3,2,10,2,1,18,11,162,1,173,3,3,2
24942,56,4,1,2,2,-346,2,1,18,11,84,1,-1,0,1,2
24943,35,4,1,4,2,1041,2,2,18,11,586,1,120,3,2,2
24944,36,2,3,3,2,1927,1,2,18,11,288,1,137,1,2,2
24945,51,6,1,2,2,512,2,2,18,11,328,1,-1,0,1,2
24946,51,11,2,3,2,131,1,2,18,11,193,1,-1,0,1,2
24947,44,4,1,2,2,1880,1,2,18,11,34,1,124,6,3,2
24948,45,11,2,3,2,5862,1,2,18,11,352,1,110,3,2,2
24949,49,6,2,4,2,1342,1,1,18,11,89,1,-1,0,1,2
24950,36,8,1,3,2,342,1,2,18,11,305,1,-1,0,1,2
24951,58,4,1,2,2,1021,2,2,18,11,205,1,-1,0,1,2
24952,45,3,2,3,2,728,1,1,18,11,107,1,-1,0,1,2
24953,35,2,1,3,1,0,1,1,18,11,17,1,-1,0,1,2
24954,36,4,1,4,2,0,1,2,18,11,103,1,175,2,3,2
24955,33,8,1,3,2,596,1,2,18,11,77,1,127,3,3,2
24956,36,4,1,4,2,1100,1,2,18,11,93,1,-1,0,1,2
24957,58,10,2,3,2,63,2,2,18,11,509,1,-1,0,1,2
24958,39,11,1,4,2,4313,1,2,18,11,272,2,-1,0,1,2
24959,47,2,1,3,2,829,1,1,18,11,48,1,188,1,3,2
24960,47,8,1,3,2,3237,1,2,18,11,38,1,187,3,3,2
24961,35,11,1,3,2,222,1,2,18,11,233,1,190,6,3,2
24962,40,11,1,3,2,5811,1,2,18,11,172,1,-1,0,1,2
24963,52,9,2,4,2,10653,1,2,18,11,336,1,-1,0,1,2
24964,40,4,1,4,2,3185,2,2,18,11,109,1,-1,0,1,2
24965,34,11,1,4,2,178,1,2,18,11,85,1,-1,0,1,2
24966,42,4,3,4,1,130,1,1,18,11,112,1,-1,0,1,2
24967,52,6,1,4,2,54,1,1,18,11,103,1,-1,0,1,2
24968,32,6,2,3,2,-934,1,2,18,11,50,1,-1,0,1,2
24969,39,2,1,3,2,3732,1,2,18,11,515,1,181,2,3,2
24970,39,9,1,4,2,585,1,2,18,11,48,1,181,3,3,2
24971,34,2,1,4,2,3520,2,2,18,11,95,1,-1,0,1,2
24972,31,4,1,4,2,0,1,2,18,11,47,1,-1,0,1,2
24973,58,9,1,4,2,2596,2,2,18,11,15,2,-1,0,1,2
24974,48,11,1,4,2,0,2,1,18,11,106,1,-1,0,1,2
24975,50,1,1,2,2,2603,2,2,18,11,114,1,-1,0,1,2
24976,41,4,1,4,2,0,1,2,18,11,897,3,-1,0,1,1
24977,55,10,2,2,2,1174,1,2,18,11,245,1,-1,0,1,2
24978,57,10,3,4,2,0,2,2,18,11,300,1,-1,0,1,2
24979,46,4,1,3,2,0,2,2,18,11,1855,1,-1,0,1,1
24980,43,4,1,3,2,2115,1,2,18,11,102,1,-1,0,1,2
24981,40,8,2,3,2,701,2,2,18,11,159,1,-1,0,1,2
24982,31,1,3,3,2,2038,1,2,18,11,239,1,182,1,3,2
24983,50,6,2,4,2,541,2,2,18,11,204,1,-1,0,1,2
24984,51,11,1,4,2,7338,2,2,18,11,82,1,-1,0,1,2
24985,37,3,3,4,2,1316,1,2,18,11,389,1,172,2,3,2
24986,50,11,1,3,2,-353,1,1,18,11,162,1,175,2,3,2
24987,39,4,2,4,2,5009,1,2,18,11,255,1,126,2,3,2
24988,31,2,2,3,2,93,1,2,18,11,417,1,-1,0,1,2
24989,31,3,1,3,2,20,2,2,18,11,52,1,-1,0,1,2
24990,49,4,1,4,2,0,1,2,18,11,102,1,-1,0,1,2
24991,51,9,2,3,2,7848,2,2,18,11,59,1,-1,0,1,2
24992,56,2,2,3,2,0,2,2,18,11,100,1,154,2,3,2
24993,51,11,1,3,2,532,1,1,18,11,346,1,-1,0,1,2
24994,36,8,1,2,2,871,1,1,18,11,2,1,-1,0,1,2
24995,34,6,3,4,1,1709,2,1,18,11,288,1,-1,0,1,2
24996,52,11,1,3,2,2619,1,2,18,11,77,2,-1,0,1,2
24997,34,11,3,3,2,18777,1,2,18,11,535,1,-1,0,1,2
24998,54,4,2,4,2,2171,1,1,18,11,1034,1,-1,0,1,1
24999,30,2,2,3,2,83,1,1,18,11,118,2,196,1,3,2
25000,36,4,1,4,2,871,2,2,18,11,170,1,-1,0,1,2
25001,55,4,1,4,2,5010,2,2,18,11,530,1,-1,0,1,2
25002,53,6,1,1,2,19850,2,2,18,11,52,1,165,1,3,2
25003,46,4,1,3,2,430,1,2,18,11,91,1,-1,0,1,2
25004,45,8,1,2,2,147,1,2,18,11,226,1,168,2,3,2
25005,50,1,1,2,2,1260,2,2,18,11,172,1,-1,0,1,2
25006,46,11,2,3,1,-1361,1,1,18,11,78,1,-1,0,1,2
25007,57,8,1,3,2,649,1,2,18,11,122,1,-1,0,1,2
25008,53,4,1,4,2,800,2,2,18,11,90,1,-1,0,1,2
25009,38,4,1,4,2,595,1,2,18,11,70,1,-1,0,1,2
25010,47,6,1,4,2,0,2,2,18,11,103,2,-1,0,1,2
25011,56,4,1,4,2,15520,2,2,18,11,420,1,-1,0,1,2
25012,33,1,3,4,2,0,1,2,18,11,199,1,-1,0,1,2
25013,33,8,1,3,2,157,1,2,18,11,110,1,182,1,3,2
25014,45,11,1,3,2,3395,1,2,18,11,92,1,188,1,3,2
25015,39,5,1,2,2,694,1,1,18,11,91,1,168,2,2,2
25016,38,1,1,3,2,706,2,2,18,11,206,2,-1,0,1,2
25017,39,8,2,2,2,3970,1,2,18,11,56,1,-1,0,1,2
25018,31,1,3,3,2,32,2,2,18,11,190,4,-1,0,1,2
25019,34,2,2,3,2,1186,1,1,18,11,131,1,-1,0,1,2
25020,34,2,1,3,2,45,1,2,18,11,79,1,-1,0,1,2
25021,39,8,3,2,2,267,2,2,18,11,322,1,-1,0,1,2
25022,37,8,3,3,2,690,1,2,18,11,105,1,179,2,3,2
25023,33,1,2,3,2,1529,1,2,18,11,41,1,-1,0,1,2
25024,37,1,3,3,2,54,1,2,18,11,328,2,131,1,3,2
25025,33,11,3,4,2,179,1,2,18,11,432,2,181,4,2,2
25026,31,5,1,2,2,2603,1,2,18,11,224,1,-1,0,1,2
25027,33,1,1,3,2,1330,1,2,18,11,245,1,-1,0,1,2
25028,46,11,3,3,2,1758,1,2,18,11,109,1,-1,0,1,2
25029,40,1,3,3,2,326,1,2,18,11,124,1,175,1,3,2
25030,45,11,1,3,2,1441,1,2,18,11,93,1,113,2,2,2
25031,51,10,3,4,2,730,1,2,18,11,287,2,-1,0,1,2
25032,31,4,1,4,2,271,2,2,18,11,89,1,-1,0,1,2
25033,36,11,1,3,2,24,1,2,18,11,59,1,-1,0,1,2
25034,39,11,1,3,2,484,2,1,18,11,61,1,113,3,2,2
25035,47,2,1,3,2,12845,1,2,18,11,117,1,-1,0,1,2
25036,38,8,1,3,2,-288,1,1,18,11,68,1,165,2,3,2
25037,30,1,3,3,2,1510,1,2,18,11,191,1,-1,0,1,2
25038,55,4,1,4,2,16786,2,2,18,11,90,1,-1,0,1,2
25039,32,4,3,4,2,135,1,1,18,11,67,1,-1,0,1,2
25040,40,11,3,3,2,159,1,2,18,11,37,1,-1,0,1,2
25041,59,10,1,4,2,538,2,2,18,11,48,2,-1,0,1,2
25042,51,8,1,3,2,0,2,2,18,11,73,1,-1,0,1,2
25043,32,1,3,3,2,936,1,2,18,11,61,1,-1,0,1,2
25044,41,11,1,3,2,2123,2,2,18,11,232,1,102,2,3,2
25045,50,8,2,2,2,155,1,1,18,11,58,1,-1,0,1,2
25046,49,9,1,4,2,8142,2,2,18,11,500,1,-1,0,1,2
25047,44,11,1,3,2,1901,2,2,18,11,143,3,104,2,3,2
25048,44,4,2,4,2,3340,2,2,18,11,251,1,-1,0,1,2
25049,50,11,1,3,2,232,2,2,18,11,90,1,-1,0,1,2
25050,41,8,1,3,2,1954,2,2,18,11,65,1,110,2,4,2
25051,36,4,2,3,2,1655,1,2,18,11,155,2,-1,0,1,2
25052,30,4,3,4,2,2995,1,2,18,11,329,1,-1,0,1,2
25053,38,4,1,4,2,193,2,2,18,11,191,1,-1,0,1,2
25054,35,4,2,4,2,2287,2,2,18,11,130,3,-1,0,1,2
25055,31,6,2,4,2,0,1,2,18,11,164,1,-1,0,1,2
25056,44,8,1,3,2,2455,1,2,18,11,18,1,-1,0,1,2
25057,46,8,1,2,2,771,1,2,18,11,708,1,-1,0,1,2
25058,45,4,3,4,2,16,2,2,18,11,100,1,110,2,3,2
25059,55,11,3,3,2,2043,1,2,18,11,655,1,-1,0,1,2
